customer_id,recharge_frequency,avg_recharge_amount,sim_age_months,call_stability,late_payment_ratio,avg_delay_days,upi_transaction_freq,credit_debit_ratio,location_stability,commute_regularity,daily_app_opens,avg_session_minutes,default_risk,default_probability
TRN_008922,4.2747529117875365,707.85,36,0.196,0.1122,0,13,1.25,24,3.49,4,12.7,0,0.3899
TRN_008923,5.296783714753023,486.93,48,0.3814,0.2827,7,10,0.96,24,2.43,4,6.7,0,0.1714
TRN_008924,4.825122096876983,433.31,27,0.4605,0.1209,0,7,1.33,13,4.36,1,5.0,0,0.221
TRN_008925,2.398896420501897,710.11,49,0.1545,0.3136,12,11,1.17,27,1.53,1,10.8,0,0.64
TRN_008926,3.558395587575832,442.3,53,0.1595,0.1575,0,13,1.56,26,1.2,3,12.8,0,0.1696
TRN_008927,4.286893896668074,409.86,35,0.1912,0.3934,4,7,0.54,26,3.5,7,5.4,0,0.6052
TRN_008928,5.37647632320467,598.73,42,0.4308,0.036,0,7,0.96,19,2.91,1,6.1,0,0.1664
TRN_008929,4.5456744867849235,656.01,13,0.1189,0.1012,0,7,0.82,15,2.03,1,4.2,0,0.4308
TRN_008930,4.576891163216422,565.23,27,0.4434,0.1406,0,22,1.41,17,2.0,4,6.0,0,0.1979
TRN_008931,3.4638519578789726,381.09,38,0.3751,0.1532,0,9,1.42,22,1.82,1,12.1,0,0.3249
TRN_008932,4.780276309627005,244.31,27,0.3202,0.1478,0,11,0.38,17,1.34,1,7.0,0,0.3821
TRN_008933,4.135515219773762,658.63,5,0.2324,0.0903,0,18,1.06,18,2.88,3,5.7,0,0.3648
TRN_008934,5.965843579575793,496.46,52,0.3042,0.333,9,8,1.54,15,3.61,6,8.4,0,0.1924
TRN_008935,6.1693957083594775,533.78,13,0.3709,0.3689,12,7,0.83,11,1.6,2,9.4,0,0.3199
TRN_008936,2.6419710787876505,709.92,24,0.3754,0.0123,0,8,1.37,19,3.24,1,13.9,0,0.1985
TRN_008937,2.7068819972958122,651.51,39,0.1251,0.2109,11,12,1.38,17,4.75,1,9.3,0,0.3088
TRN_008938,3.628954092012643,514.89,58,0.2173,0.0963,0,6,1.29,20,4.3,3,9.1,0,0.1563
TRN_008939,5.003144640915488,555.46,45,0.1987,0.1022,0,15,0.58,19,2.07,6,10.4,0,0.3263
TRN_008940,3.846604021318647,464.2,58,0.2492,0.2738,8,8,0.88,19,1.11,3,2.4,0,0.2231
TRN_008941,3.8938674682412193,523.2,12,0.4261,0.0806,0,7,1.47,21,4.51,1,4.0,0,0.3312
TRN_008942,5.884069558383016,727.4,13,0.2615,0.0586,0,5,1.17,22,1.49,3,11.3,0,0.2421
TRN_008943,5.113248184924463,390.63,58,0.3355,0.2993,8,10,1.27,20,4.41,3,6.0,0,0.2363
TRN_008944,4.107035670018543,471.17,12,0.152,0.2977,5,15,1.29,15,1.94,2,4.7,0,0.5408
TRN_008945,5.677454349836833,325.19,14,0.2563,0.0745,0,3,1.53,16,4.02,4,7.3,0,0.3546
TRN_008946,1.2600324848842201,626.13,52,0.0501,0.2982,11,12,0.9,21,3.86,1,7.8,0,0.3261
TRN_008947,5.221909027919256,362.86,48,0.5201,0.1674,0,13,1.41,17,1.82,3,8.3,0,0.3608
TRN_008948,4.687366738649891,710.27,6,0.1028,0.3049,8,12,0.93,16,3.85,3,9.0,0,0.587
TRN_008949,3.5063088880509254,641.68,29,0.1833,0.0442,0,11,0.98,15,4.77,2,8.6,0,0.2198
TRN_008950,1.3038789060620743,658.42,22,0.1121,0.1773,0,10,0.72,16,2.56,9,5.6,0,0.2555
TRN_008951,4.389798230004431,438.68,22,0.3013,0.0867,0,9,1.37,23,4.56,4,5.9,0,0.2696
TRN_008952,3.5984154911868003,220.3,49,0.2895,0.252,6,13,0.75,14,3.86,4,11.2,0,0.3251
TRN_008953,6.712324032078197,600.77,52,0.2898,0.3423,6,7,1.73,26,1.03,7,12.2,0,0.3012
TRN_008954,4.541301345329543,427.7,31,0.3175,0.0592,0,12,1.51,9,4.92,3,8.6,0,0.226
TRN_008955,4.174090527945134,444.75,21,0.2526,0.0833,0,9,1.65,21,1.98,2,11.6,0,0.286
TRN_008956,3.0365825066303604,295.94,43,0.0991,0.0274,0,14,1.22,18,4.92,3,7.1,0,0.216
TRN_008957,3.9725673596089273,520.99,14,0.1516,0.035,0,14,1.29,15,3.03,2,9.1,0,0.2373
TRN_008958,3.958288783797017,380.48,10,0.4921,0.0599,0,9,0.38,22,3.58,1,6.8,0,0.1302
TRN_008959,4.654812359974754,174.47,60,0.6081,0.12,0,4,1.38,16,1.03,1,13.5,0,0.2745
TRN_008960,4.104790898982116,845.62,11,0.1076,0.1085,0,15,1.09,21,4.02,3,10.7,0,0.3586
TRN_008961,4.694312136038273,387.83,15,0.1175,0.2162,7,8,1.2,15,3.8,3,1.6,0,0.3586
TRN_008962,3.3929055300823903,725.62,3,0.2993,0.5632,5,13,0.7,14,3.5,5,10.5,0,0.4275
TRN_008963,4.124514444130775,641.44,42,0.2883,0.1201,0,12,1.09,19,3.93,4,2.8,0,0.2451
TRN_008964,3.190298569292185,693.67,51,0.6331,0.1999,0,3,1.15,12,4.63,1,3.8,0,0.1235
TRN_008965,3.148573983476433,617.56,19,0.2796,0.3328,11,7,1.49,18,3.52,2,8.6,0,0.4305
TRN_008966,2.892452669546106,669.22,3,0.1321,0.0722,0,13,1.08,18,4.02,3,4.4,0,0.4578
TRN_008967,5.949518351027318,389.58,32,0.397,0.2372,8,11,0.95,25,4.69,2,7.3,0,0.1349
TRN_008968,5.534737961114953,449.05,34,0.3396,0.3484,8,10,0.89,13,3.09,2,12.3,0,0.1836
TRN_008969,1.1000796844950176,515.92,57,0.453,0.0524,0,12,0.52,17,1.15,3,14.2,0,0.2224
TRN_008970,1.945576156048697,481.24,34,0.4395,0.1538,0,9,1.5,15,1.6,3,8.5,0,0.2588
TRN_008971,2.109141913115152,609.69,37,0.0673,0.1868,0,5,0.61,19,4.65,2,6.8,0,0.3774
TRN_008972,4.082374418453486,617.96,54,0.1908,0.1372,0,12,0.91,29,4.69,1,10.6,0,0.3875
TRN_008973,3.447746025369498,375.67,3,0.1025,0.0521,0,10,1.58,18,3.24,3,5.3,0,0.4405
TRN_008974,4.5453429751422645,313.26,41,0.2369,0.045,0,11,1.5,25,2.48,1,9.0,0,0.2455
TRN_008975,5.569555960535921,348.69,59,0.4958,0.1414,0,17,1.09,18,4.42,2,13.5,0,0.199
TRN_008976,4.033048615141915,553.15,34,0.4125,0.2139,9,7,0.88,14,4.62,3,10.5,0,0.1362
TRN_008977,2.501968294058018,479.0,18,0.2972,0.3301,8,10,0.86,22,4.48,3,-0.3,0,0.4505
TRN_008978,6.088276462091285,543.61,16,0.3394,0.24,10,14,0.75,19,4.04,1,6.8,0,0.4322
TRN_008979,2.2242210182034112,302.4,40,0.2132,0.289,7,6,1.37,17,2.06,1,10.6,0,0.3204
TRN_008980,5.467325808368434,466.2,45,0.1588,0.3028,13,12,0.92,20,2.42,2,7.7,0,0.528
TRN_008981,2.801958722653277,525.2,33,0.0124,0.2618,7,11,1.31,17,4.4,3,9.4,0,0.3554
TRN_008982,1.5264709154817342,224.06,32,0.1034,0.1246,0,4,1.15,16,2.87,8,10.5,0,0.4704
TRN_008983,5.128372861379193,645.66,29,0.4622,0.1071,0,12,1.52,11,1.96,1,4.4,0,0.3428
TRN_008984,4.269015103933028,436.23,31,0.2855,0.1821,0,10,1.59,12,1.8,3,8.3,0,0.2434
TRN_008985,4.14160525396972,388.53,8,0.315,0.1853,0,6,1.29,22,4.23,8,7.3,0,0.2141
TRN_008986,3.3282254299276652,654.85,41,0.2044,0.4636,3,9,0.2,14,4.63,5,13.5,0,0.6494
TRN_008987,5.571976671043006,241.05,41,0.3626,0.1291,0,13,1.57,14,2.65,4,10.8,0,0.2738
TRN_008988,6.362607264384469,358.57,3,0.5652,0.1595,0,8,1.57,17,1.79,6,10.3,0,0.344
TRN_008989,1.5013935746717744,345.27,18,0.2631,0.1146,0,8,0.88,19,3.27,6,4.6,0,0.5608
TRN_008990,5.491294862838977,202.54,59,0.329,0.0216,0,4,1.25,16,4.58,3,12.3,0,0.1236
TRN_008991,5.897252898512422,287.59,38,0.2288,0.3478,5,5,1.06,19,1.94,3,8.8,0,0.3115
TRN_008992,3.247537510532922,386.48,20,0.1438,0.2726,6,10,0.84,15,2.71,5,8.4,0,0.2707
TRN_008993,4.678625480894997,527.9,42,0.3774,0.3756,10,9,1.16,13,3.94,3,7.4,0,0.1917
TRN_008994,4.218563333120958,473.6,43,0.2572,0.2238,13,11,1.24,19,2.62,1,6.2,0,0.5205
TRN_008995,2.185984658591631,511.99,38,0.032,0.142,0,7,1.11,15,1.33,4,2.4,0,0.3902
TRN_008996,4.064216471671837,638.94,55,0.3108,0.2234,9,10,0.83,24,1.59,4,8.9,0,0.2725
TRN_008997,3.003597370632571,442.65,55,0.3801,0.2086,6,7,0.87,22,4.37,2,6.6,0,0.2451
TRN_008998,3.9862209066334438,667.24,16,0.2832,0.1894,0,9,0.63,18,1.54,2,8.4,0,0.4108
TRN_008999,3.083606127238294,554.35,6,0.2351,0.3794,9,6,1.03,17,1.79,3,11.2,0,0.3371
TRN_009000,3.09985746713323,809.78,14,0.0687,0.1716,0,10,1.3,16,1.05,5,12.8,0,0.2577
TRN_009001,6.086825879007111,630.39,12,0.3139,0.1153,0,17,1.43,21,1.48,2,2.5,0,0.3186
TRN_009002,2.6342331633633465,111.56,6,0.3036,0.1742,0,11,1.29,13,4.2,1,9.6,0,0.4976
TRN_009003,5.836732121534434,511.87,44,0.4226,0.3185,3,8,0.96,9,4.46,4,3.0,0,0.3367
TRN_009004,2.7491844631166273,469.57,25,0.1049,0.1759,0,11,0.93,18,3.21,3,12.0,0,0.5889
TRN_009005,4.29698236673786,558.62,5,0.3061,0.1438,0,10,1.31,21,4.45,2,9.3,0,0.2198
TRN_009006,3.6514537206000597,578.48,12,0.295,0.1622,0,9,1.86,23,4.37,2,8.7,0,0.2087
TRN_009007,2.6730505021708595,625.9,57,0.2875,0.0417,0,16,1.29,20,3.41,2,14.7,0,0.2727
TRN_009008,3.204712588772365,617.16,5,0.152,0.0648,0,15,1.09,19,4.13,2,3.1,0,0.2578
TRN_009009,3.32296478874978,552.56,45,0.4686,0.2795,9,11,1.04,13,4.97,5,10.6,0,0.338
TRN_009010,3.435905551330084,524.82,39,0.0303,0.1041,0,10,1.31,18,2.21,3,6.7,0,0.274
TRN_009011,3.6684481378491807,345.65,56,0.5707,0.1115,0,16,1.66,13,4.32,3,3.9,0,0.1961
TRN_009012,4.434972994412164,278.35,41,0.0961,0.1802,0,13,1.2,19,3.34,1,6.5,0,0.4429
TRN_009013,2.28870651638294,480.39,22,0.3177,0.2473,6,12,1.5,14,1.48,2,12.2,0,0.3497
TRN_009014,5.575829232035198,582.05,24,0.1203,0.2295,7,12,1.31,20,4.05,1,11.5,0,0.3457
TRN_009015,5.496240900086321,498.53,8,0.4235,0.26,5,15,1.1,21,1.37,2,14.2,0,0.2111
TRN_009016,5.745816222353717,605.88,6,0.1897,0.2863,7,10,0.98,12,3.24,3,7.6,0,0.3978
TRN_009017,4.000257248678181,333.28,9,0.41,0.0529,0,7,0.95,17,3.24,3,11.0,0,0.268
TRN_009018,3.979561462372516,489.78,29,0.1253,0.1668,0,8,1.27,10,1.66,2,14.1,0,0.2953
TRN_009019,3.354536610081652,450.13,14,0.2157,0.065,0,15,1.5,16,1.45,1,6.4,0,0.2058
TRN_009020,7.5400102187816405,379.19,13,0.0423,0.4007,7,11,0.77,17,4.57,2,10.3,0,0.4296
TRN_009021,5.576447397682718,510.16,46,0.174,0.0699,0,11,1.25,17,2.33,8,4.1,0,0.3995
TRN_009022,5.893747102478942,608.13,21,0.3592,0.0549,0,8,0.66,13,3.05,2,6.4,0,0.242
TRN_009023,3.9843990723658465,662.04,42,0.1707,0.2568,6,9,0.83,16,1.06,1,9.0,0,0.4234
TRN_009024,1.0,583.73,45,0.6437,0.0781,0,16,1.44,18,1.62,4,7.1,0,0.0303
TRN_009025,3.5973793937883776,566.91,47,0.2265,0.2456,2,14,0.96,12,1.62,4,6.7,0,0.4908
TRN_009026,3.573934686302238,290.68,47,0.6569,0.284,8,8,0.9,19,2.44,1,9.7,0,0.2261
TRN_009027,2.5439549223446587,573.57,41,0.4635,0.4185,9,9,1.22,21,3.86,5,9.0,0,0.2866
TRN_009028,3.3412870225569082,765.28,39,0.2685,0.2192,11,11,1.42,20,1.03,2,10.2,0,0.1657
TRN_009029,5.533795596419813,311.54,53,0.3595,0.119,0,10,0.89,21,2.44,4,12.5,0,0.0878
TRN_009030,3.6885220528121927,384.99,38,0.32,0.2519,4,6,1.67,27,4.27,2,11.2,0,0.1762
TRN_009031,5.1928348395132184,386.48,14,0.209,0.2195,5,9,1.39,26,4.94,3,4.9,0,0.2839
TRN_009032,2.920473501715678,464.48,32,0.0233,0.2719,5,9,1.62,18,3.36,5,10.2,0,0.4466
TRN_009033,3.112445281338556,441.42,50,0.6721,0.1064,0,10,1.33,15,1.28,1,3.3,0,0.1711
TRN_009034,1.3679054744797794,660.22,40,0.4692,0.0871,0,10,0.62,13,3.82,3,8.8,0,0.3052
TRN_009035,2.609657031431526,276.29,26,0.2635,0.2484,5,15,1.74,15,2.17,1,9.3,0,0.123
TRN_009036,6.716538540637951,529.67,5,0.2829,0.1114,0,11,1.55,15,3.24,2,10.1,0,0.4954
TRN_009037,4.171590574343872,686.89,8,0.3093,0.0292,0,10,1.05,16,4.37,2,10.0,0,0.0
TRN_009038,5.354673747284074,654.81,52,0.3705,0.097,0,9,0.58,26,1.38,1,6.1,0,0.3033
TRN_009039,5.497948014508082,363.45,22,0.3892,0.3809,10,11,1.28,13,4.61,2,9.1,0,0.4421
TRN_009040,1.2671569424397036,100.0,23,0.1703,0.2198,9,12,1.14,16,1.75,1,4.5,0,0.1996
TRN_009041,1.0,634.98,26,0.286,0.2223,9,9,1.21,14,2.9,3,7.9,0,0.3228
TRN_009042,3.8440902530416174,197.1,60,0.3588,0.0335,0,6,1.48,20,1.49,1,11.7,0,0.1908
TRN_009043,3.4352072537451726,281.12,27,0.4585,0.2231,8,2,1.11,18,1.72,4,7.4,0,0.3841
TRN_009044,2.453756784977103,197.57,55,0.3396,0.0439,0,8,0.88,17,3.71,4,5.5,0,0.2725
TRN_009045,5.002819933355394,523.75,7,0.5132,0.1989,0,15,1.26,19,3.56,2,6.3,0,0.1529
TRN_009046,4.060654709906553,611.09,51,0.2867,0.2825,5,10,0.66,14,3.1,5,4.5,0,0.5356
TRN_009047,4.1720901237795,416.22,30,0.4796,0.1075,0,11,1.16,19,3.58,5,7.6,0,0.2489
TRN_009048,5.7400923909942225,241.78,56,0.2128,0.2652,4,3,1.13,15,1.69,2,1.7,0,0.3767
TRN_009049,3.9990750740786902,491.21,38,0.4608,0.2374,4,11,1.39,8,4.47,2,7.1,0,0.3633
TRN_009050,1.1165396149343918,445.25,7,0.3783,0.1085,0,9,1.23,21,1.38,2,11.0,0,0.242
TRN_009051,5.597121770235649,786.63,21,0.3016,0.2605,8,10,1.13,18,1.46,2,8.7,0,0.2634
TRN_009052,2.2047647208978325,669.72,33,0.419,0.1608,0,10,0.78,15,4.72,1,10.9,0,0.3281
TRN_009053,3.7456683636007924,436.24,11,0.2079,0.2084,11,11,0.95,13,2.04,4,5.1,0,0.4289
TRN_009054,4.735868063229307,504.39,10,0.3199,0.2814,1,4,1.09,33,2.14,2,10.5,0,0.3477
TRN_009055,6.824272631974397,811.46,47,0.2189,0.0531,0,10,1.01,16,4.46,7,8.1,0,0.2374
TRN_009056,3.1633358579218864,170.33,58,0.3896,0.0896,0,13,1.73,27,3.6,3,7.7,0,0.0536
TRN_009057,5.182815316896644,395.47,20,0.1006,0.3129,7,11,0.99,18,2.32,1,3.6,0,0.5531
TRN_009058,4.760447410776135,340.05,24,0.3494,0.0294,0,9,1.39,19,2.84,7,3.4,0,0.3615
TRN_009059,4.439813655707422,493.7,36,0.1314,0.0926,0,7,0.96,26,3.12,3,8.1,0,0.2561
TRN_009060,5.415072287980852,780.29,29,0.3209,0.235,7,11,0.95,18,4.54,4,10.2,0,0.4107
TRN_009061,4.8034821092432045,552.69,36,0.1238,0.0415,0,5,1.3,24,3.69,1,8.9,0,0.2193
TRN_009062,5.273504125497089,321.95,16,0.4973,0.2152,6,12,0.58,11,2.24,2,13.4,0,0.3802
TRN_009063,5.5943312792369655,445.94,47,0.0906,0.0813,0,6,0.89,18,3.55,3,3.8,0,0.2664
TRN_009064,1.1854118412266517,861.15,16,0.0405,0.147,0,9,0.67,21,2.79,3,8.8,0,0.5033
TRN_009065,6.692237467183116,341.48,42,0.2687,0.4091,3,11,0.98,29,1.52,5,10.3,0,0.3358
TRN_009066,5.8770143890874476,205.13,6,0.1011,0.0724,0,10,1.6,22,1.17,8,8.4,0,0.2972
TRN_009067,4.769189004558763,679.01,9,0.2696,0.0642,0,11,0.93,14,4.46,3,7.1,0,0.4248
TRN_009068,3.0406670827599482,600.82,39,0.1893,0.2308,7,10,1.19,16,3.08,1,9.3,0,0.2212
TRN_009069,3.6695572845356756,461.43,49,0.2511,0.0711,0,8,1.38,14,4.54,2,8.1,0,0.2902
TRN_009070,2.459947916857542,119.48,43,0.0891,0.4675,8,10,0.86,17,4.93,1,13.5,0,0.3934
TRN_009071,5.0098055754559905,384.12,36,0.1727,0.2053,5,9,0.77,15,3.57,6,6.9,0,0.4815
TRN_009072,2.8577740965655063,304.32,8,0.2232,0.133,0,10,1.31,16,2.94,4,10.8,0,0.1661
TRN_009073,4.001859114843313,726.61,33,0.3883,0.0892,0,16,1.19,19,2.38,2,7.4,0,0.2208
TRN_009074,3.6298591980647186,486.44,49,0.0779,0.1139,0,9,1.21,20,1.26,3,8.3,0,0.432
TRN_009075,4.359124764070188,484.21,47,0.3453,0.2124,4,9,1.44,17,1.14,3,6.5,0,0.4777
TRN_009076,4.467049824770667,709.75,41,0.0813,0.1425,0,11,1.08,15,2.65,1,6.2,0,0.4693
TRN_009077,5.849812704973515,424.85,53,0.1957,0.111,0,8,1.02,11,2.43,2,9.7,0,0.2765
TRN_009078,3.7321394661382423,632.87,48,0.718,0.1951,0,13,1.05,19,3.83,3,12.3,0,0.4798
TRN_009079,6.173486586336892,351.75,21,0.6367,0.0559,0,9,0.7,17,3.29,2,15.1,0,0.0
TRN_009080,3.7965662129494224,657.65,30,0.4619,0.1168,0,11,1.21,18,3.17,1,9.0,0,0.3438
TRN_009081,1.3658799985647052,470.91,41,0.6043,0.0726,0,9,0.99,20,2.65,2,9.0,0,0.1307
TRN_009082,1.558310437476524,372.21,57,0.1054,0.6126,8,15,1.41,15,3.66,5,7.9,0,0.511
TRN_009083,5.1845141411006335,691.94,23,0.4523,0.2502,4,6,0.52,18,4.57,2,13.8,0,0.3711
TRN_009084,3.966505129170992,531.37,19,0.3893,0.1852,0,15,1.57,17,2.25,1,10.7,0,0.3184
TRN_009085,5.778444915969418,376.62,36,0.3622,0.1257,0,12,0.83,22,3.06,1,4.6,0,0.2011
TRN_009086,4.248682598419789,311.09,39,0.3709,0.068,0,9,1.43,17,2.4,2,10.6,0,0.1119
TRN_009087,4.60729532937663,534.18,42,0.0622,0.327,5,9,1.31,19,1.64,5,9.2,0,0.4499
TRN_009088,1.4370350304918915,383.59,25,0.6799,0.3528,6,12,0.86,17,3.98,1,5.9,0,0.2399
TRN_009089,3.8106476445611235,266.42,11,0.3344,0.1447,0,4,1.28,11,4.9,1,8.7,0,0.1855
TRN_009090,2.7885963840005203,509.08,42,0.0334,0.359,6,8,1.2,17,1.99,1,10.3,0,0.6017
TRN_009091,4.256960412719414,588.48,39,0.2254,0.192,0,6,1.49,18,3.7,4,5.7,0,0.2923
TRN_009092,1.4179522651575027,666.89,34,0.4025,0.2883,9,9,1.29,22,1.4,2,4.4,0,0.2686
TRN_009093,2.018589196612209,566.26,36,0.5633,0.3473,7,10,0.73,25,2.45,2,13.4,0,0.3673
TRN_009094,2.0721809085100316,490.75,49,0.0133,0.0621,0,7,0.9,14,1.88,2,8.3,0,0.3809
TRN_009095,5.15097768451907,562.26,43,0.2042,0.2363,8,7,1.33,13,2.57,1,8.0,0,0.4498
TRN_009096,4.538854911116438,537.82,34,0.0527,0.0426,0,10,1.25,16,1.52,1,6.6,0,0.4375
TRN_009097,4.19843607308592,455.71,34,0.2362,0.3023,4,12,0.47,17,3.51,6,2.7,0,0.4658
TRN_009098,4.390634568423267,503.55,54,0.2761,0.2891,7,5,1.15,21,1.23,1,5.5,0,0.3246
TRN_009099,4.1452984982957535,594.24,14,0.3167,0.0648,0,8,0.79,18,1.99,1,12.6,0,0.4097
TRN_009100,3.1977180285290707,433.31,59,0.4333,0.1829,0,9,1.13,19,3.34,3,4.3,0,0.3152
TRN_009101,5.416223014147375,346.74,42,0.6232,0.1679,0,7,1.25,16,3.57,3,7.4,0,0.0763
TRN_009102,6.0626564147395925,425.52,17,0.4115,0.3447,8,11,1.31,17,3.66,3,7.0,0,0.063
TRN_009103,3.8045612222427834,549.18,48,0.1474,0.2192,13,11,1.48,20,4.23,5,3.7,0,0.4936
TRN_009104,3.552836191395375,585.29,21,0.2483,0.3269,3,8,1.19,18,2.41,2,10.0,0,0.3519
TRN_009105,3.7476980324416536,559.28,15,0.549,0.1731,0,8,1.2,19,2.95,11,11.9,0,0.0257
TRN_009106,3.5624272500289296,267.12,3,0.3583,0.0448,0,12,1.19,15,4.58,1,6.9,0,0.1204
TRN_009107,7.064556531986838,769.74,10,0.3095,0.1269,0,3,1.07,17,4.21,4,5.9,0,0.1922
TRN_009108,6.328759418328993,726.49,4,0.1798,0.0237,0,7,0.93,11,2.78,1,7.7,0,0.3864
TRN_009109,5.168194043374427,418.9,32,0.2072,0.2339,8,6,1.51,12,4.39,3,7.6,0,0.316
TRN_009110,3.0569139870953808,487.67,43,0.2097,0.3614,7,4,0.52,16,4.04,4,11.2,0,0.3734
TRN_009111,5.597929156300397,352.38,53,0.3347,0.0624,0,14,0.95,15,2.51,5,5.8,0,0.3131
TRN_009112,5.05918125311519,299.77,10,0.5523,0.031,0,12,1.21,13,3.83,3,5.3,0,0.2141
TRN_009113,3.6259496519515464,664.25,50,0.2179,0.2237,6,12,0.8,17,3.59,5,11.3,0,0.3595
TRN_009114,1.2442186427027657,356.72,57,0.4553,0.1626,0,12,0.91,14,3.12,4,7.5,0,0.3512
TRN_009115,3.362236560388048,443.59,16,0.0895,0.012,0,12,1.28,20,4.51,1,6.6,0,0.3978
TRN_009116,4.611656071021195,390.69,54,0.4214,0.2576,8,13,1.27,16,3.86,3,12.2,0,0.2797
TRN_009117,2.852668688589115,635.62,42,0.2838,0.0884,0,5,1.62,17,1.14,3,3.7,0,0.3389
TRN_009118,5.078315078373032,553.82,29,0.1714,0.152,0,10,0.87,22,3.39,2,11.3,0,0.3133
TRN_009119,3.269172511347301,301.28,29,0.1623,0.1366,0,13,0.71,22,3.36,3,5.0,0,0.3003
TRN_009120,6.856312305968322,456.2,5,0.2834,0.3079,5,6,0.99,15,3.45,1,8.9,0,0.2938
TRN_009121,4.192107487638455,297.91,24,0.0994,0.2532,8,10,0.99,22,4.47,4,8.6,0,0.398
TRN_009122,3.962655253140774,606.14,25,0.2946,0.2244,5,4,1.85,21,1.05,2,7.4,0,0.3094
TRN_009123,3.4120387253947797,634.41,38,0.3738,0.0108,0,14,1.32,19,2.87,3,10.4,0,0.1965
TRN_009124,3.7099838017743445,607.88,54,0.126,0.061,0,10,1.26,24,2.77,3,-0.5,0,0.3822
TRN_009125,5.064932581252738,519.7,43,0.21,0.3201,7,14,2.04,18,1.68,1,11.6,0,0.1887
TRN_009126,4.819413934101646,175.49,16,0.1616,0.0875,0,12,0.95,16,2.12,4,9.4,0,0.3063
TRN_009127,1.6450179641619131,229.07,3,0.1254,0.2438,4,8,1.07,22,4.77,5,7.6,0,0.2696
TRN_009128,4.617446156520553,557.43,43,0.2738,0.0351,0,5,1.04,18,2.64,2,6.5,0,0.1636
TRN_009129,3.8568904376335493,641.98,15,0.1383,0.1557,0,11,0.69,13,4.5,2,8.6,0,0.2687
TRN_009130,4.378395272303894,408.7,47,0.4325,0.2291,7,8,0.75,25,4.21,4,6.3,0,0.2977
TRN_009131,6.92301270623665,229.92,21,0.3173,0.26,10,10,1.53,13,3.09,4,13.0,0,0.3252
TRN_009132,3.1007847273553906,697.31,19,0.1138,0.0612,0,8,1.17,16,2.72,3,11.4,0,0.5147
TRN_009133,2.974891818529069,570.22,53,0.4307,0.1919,0,11,0.74,17,3.79,8,14.4,0,0.1703
TRN_009134,4.822695783353822,370.44,7,0.3552,0.2031,7,18,1.33,22,4.26,6,7.4,0,0.1613
TRN_009135,6.263795222675102,790.97,22,0.0689,0.1757,0,5,1.52,16,2.72,2,6.2,0,0.3727
TRN_009136,1.1681351363473005,438.65,22,0.3418,0.2968,8,8,1.08,20,4.83,2,7.6,0,0.2687
TRN_009137,4.137859554153094,359.76,35,0.057,0.1041,0,5,1.35,16,4.82,3,6.7,0,0.4222
TRN_009138,4.861630234289776,778.01,38,0.257,0.1457,0,7,1.33,14,4.76,2,7.3,0,0.2732
TRN_009139,4.28372097356695,414.46,23,0.4529,0.1263,0,8,0.72,17,1.98,3,11.8,0,0.1089
TRN_009140,4.472201655393536,471.63,52,0.2668,0.4884,9,8,0.95,11,2.98,5,14.5,0,0.47
TRN_009141,5.001160511753474,352.27,3,0.3583,0.3416,10,13,1.02,12,4.04,1,8.2,0,0.2922
TRN_009142,3.151183975860161,377.73,10,0.1748,0.1445,0,8,0.79,25,4.64,5,9.8,0,0.2732
TRN_009143,2.027491187074431,648.97,46,0.1831,0.056,0,4,1.24,22,3.01,5,5.3,0,0.1574
TRN_009144,4.053959510372775,392.46,24,0.163,0.0817,0,8,1.3,19,1.43,1,13.1,0,0.3732
TRN_009145,6.9925311463774635,596.0,24,0.0911,0.1503,0,9,1.21,14,3.16,8,3.4,0,0.1225
TRN_009146,4.774915214062265,614.73,28,0.09,0.2003,4,10,1.28,20,2.75,4,9.8,0,0.5144
TRN_009147,4.804471808831725,684.34,49,0.2722,0.2907,10,16,1.37,18,1.75,4,10.0,0,0.2361
TRN_009148,7.896889653014515,699.26,39,0.2087,0.2089,8,6,0.7,12,3.97,2,9.0,0,0.4429
TRN_009149,6.152745498706024,593.22,42,0.4624,0.1498,0,9,0.7,19,3.04,2,5.3,0,0.3444
TRN_009150,5.216771925925755,663.64,4,0.2046,0.2403,8,8,1.51,19,2.9,4,6.3,0,0.3488
TRN_009151,4.955089363578621,522.59,56,0.3494,0.1104,0,14,1.08,20,2.63,3,9.4,0,0.1551
TRN_009152,3.6185405629789713,412.09,14,0.2679,0.3313,6,18,1.24,13,3.75,1,9.2,0,0.2911
TRN_009153,3.501264560078079,201.59,15,0.0231,0.2443,10,9,1.42,16,3.19,6,13.3,0,0.3687
TRN_009154,5.376300227242277,572.32,24,0.3401,0.2093,4,10,0.96,22,2.26,4,4.7,0,0.3504
TRN_009155,3.326607747513356,266.74,56,0.1955,0.2268,7,13,1.21,20,4.7,1,4.8,0,0.1908
TRN_009156,3.710743577579902,410.72,24,0.2457,0.3082,3,12,0.54,12,1.84,6,6.0,0,0.4827
TRN_009157,2.799631013538478,473.4,46,0.2888,0.1059,0,10,1.48,24,4.69,4,7.3,0,0.362
TRN_009158,4.722266869769891,582.47,33,0.4303,0.0991,0,15,1.13,26,2.87,5,8.8,0,0.4079
TRN_009159,3.717865250905716,312.93,33,0.3505,0.4607,6,8,0.87,14,3.78,4,10.8,0,0.4935
TRN_009160,4.514176485230369,412.17,54,0.4802,0.134,0,13,1.26,23,2.21,2,10.6,0,0.2222
